Model_year,Mfr_name,Division,Carline,Verify_mfr_cd,Index,Eng_displ
2017,FCA US LLC,Chrysler,300,CRX,693,3.6
2017,FCA US LLC,Chrysler,300,CRX,692,3.6
2017,FCA US LLC,Chrysler,300,CRX,741,5.7
2017,FCA US LLC,Chrysler,300 AWD,CRX,695,3.6
2017,FCA US LLC,Chrysler,300 AWD,CRX,694,3.6
2017,FCA US LLC,Dodge,Charger,CRX,708,3.6
2017,FCA US LLC,Dodge,Charger,CRX,707,3.6
2017,FCA US LLC,Dodge,Charger,CRX,743,5.7
2017,FCA US LLC,Dodge,Charger,CRX,744,6.4
2017,FCA US LLC,Dodge,Charger AWD,CRX,748,3.6
2017,FCA US LLC,Dodge,Charger AWD,CRX,710,3.6
2017,FCA US LLC,Dodge,Charger SRT,CRX,745,6.2
2017,FCA US LLC,Dodge,Charger SRT,CRX,746,6.4
2017,Ford Motor Company,Ford,C-MAX Hybrid FWD,FMX,263,2
2017,Ford Motor Company,Ford,TAURUS AWD,FMX,287,3.5
2017,Ford Motor Company,Ford,TAURUS AWD,FMX,289,3.5
2017,Ford Motor Company,Ford,TAURUS AWD FFV,FMX,285,3.5
2017,Ford Motor Company,Ford,TAURUS FWD,FMX,284,2
2017,Ford Motor Company,Ford,TAURUS FWD,FMX,288,3.5
2017,Ford Motor Company,Ford,TAURUS FWD FFV,FMX,286,3.5
2017,Hyundai,GENESIS,G80 AWD,HYX,17,3.8
2017,Hyundai,GENESIS,G80 RWD,HYX,16,3.8
2017,Hyundai,GENESIS,G80 RWD,HYX,18,5
2017,Hyundai,GENESIS,G90 AWD,HYX,38,3.3
2017,Hyundai,GENESIS,G90 AWD,HYX,40,5
2017,Hyundai,GENESIS,G90 RWD,HYX,39,3.3
2017,Hyundai,GENESIS,G90 RWD,HYX,41,5
2017,Honda,Honda,CIVIC 5Dr,HNX,27,1.5
2017,Honda,Honda,CIVIC 5Dr,HNX,26,1.5
2017,Honda,Honda,CIVIC 5Dr Sport,HNX,28,1.5
2017,Honda,Honda,CIVIC 5Dr Sport,HNX,34,1.5
2017,Hyundai,HYUNDAI MOTOR COMPANY,Azera,HYX,44,3.3
2017,Hyundai,HYUNDAI MOTOR COMPANY,Azera Limited,HYX,43,3.3
2017,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq,HYX,53,1.6
2017,Hyundai,HYUNDAI MOTOR COMPANY,Ioniq Blue,HYX,54,1.6
2017,Hyundai,HYUNDAI MOTOR COMPANY,Sonata,HYX,28,1.6
2017,Hyundai,HYUNDAI MOTOR COMPANY,Sonata,HYX,29,2
2017,Hyundai,HYUNDAI MOTOR COMPANY,Sonata,HYX,31,2.4
2017,Hyundai,HYUNDAI MOTOR COMPANY,Sonata Limited,HYX,30,2
2017,Hyundai,HYUNDAI MOTOR COMPANY,Sonata SPORT/LIMITED,HYX,32,2.4
2017,Jaguar Land Rover L,Jaguar,XJ,JLX,354,3
2017,Jaguar Land Rover L,Jaguar,XJ,JLX,352,5
2017,Jaguar Land Rover L,Jaguar,XJ AWD,JLX,355,3
2017,Jaguar Land Rover L,Jaguar,XJL,JLX,362,3
2017,Jaguar Land Rover L,Jaguar,XJL,JLX,353,5
2017,Jaguar Land Rover L,Jaguar,XJL AWD,JLX,356,3
2017,Kia,KIA MOTORS CORPORATION,Cadenza,KMX,26,3.3
2017,Kia,KIA MOTORS CORPORATION,Forte5,KMX,29,1.6
2017,Kia,KIA MOTORS CORPORATION,Forte5,KMX,30,1.6
2017,Kia,KIA MOTORS CORPORATION,Forte5,KMX,28,2
2017,Kia,KIA MOTORS CORPORATION,K900,KMX,20,3.8
2017,Kia,KIA MOTORS CORPORATION,K900,KMX,21,5
2017,Kia,KIA MOTORS CORPORATION,Optima,KMX,38,1.6
2017,Kia,KIA MOTORS CORPORATION,Optima,KMX,39,2
2017,Kia,KIA MOTORS CORPORATION,Optima,KMX,41,2.4
2017,Kia,KIA MOTORS CORPORATION,Optima FE,KMX,40,2.4
2017,Ford Motor Company,Lincoln,CONTINENTAL AWD,FMX,160,2.7
2017,Ford Motor Company,Lincoln,CONTINENTAL AWD,FMX,158,3
2017,Ford Motor Company,Lincoln,CONTINENTAL AWD,FMX,164,3.7
2017,Ford Motor Company,Lincoln,CONTINENTAL FWD,FMX,162,2.7
2017,Ford Motor Company,Lincoln,CONTINENTAL FWD,FMX,163,3.7
2017,Maserati,MASERATI,QUATTROPORTE GTS,MAX,30,3.8
2017,Maserati,MASERATI,QUATTROPORTE S,MAX,37,3
2017,Maserati,MASERATI,QUATTROPORTE SQ4 V6,MAX,33,3
2017,Mercedes-Benz,Mercedes-Benz,AMG S 63 4MATIC,MBX,205,5.5
2017,Mercedes-Benz,Mercedes-Benz,AMG S 65,MBX,208,6
2017,Mercedes-Benz,Mercedes-Benz,Maybach S 600,MBX,203,6
2017,Mercedes-Benz,Mercedes-Benz,S 550,MBX,202,4.7
2017,Mercedes-Benz,Mercedes-Benz,S 550 4MATIC,MBX,207,4.7
2017,Mercedes-Benz,Mercedes-Benz,S 550 4MATIC Maybach,MBX,326,4.7
2017,Mercedes-Benz,Mercedes-Benz,S 600,MBX,204,6
2017,Porsche,Porsche,Panamera,PRX,601,3
2017,Porsche,Porsche,Panamera 4,PRX,606,3
2017,Porsche,Porsche,Panamera 4 Executive,PRX,607,3
2017,Porsche,Porsche,Panamera 4S,PRX,616,2.9
2017,Porsche,Porsche,Panamera 4S Executive,PRX,617,2.9
2017,Porsche,Porsche,Panamera Turbo,PRX,631,4
2017,Porsche,Porsche,Panamera Turbo Executive,PRX,632,4
2017,Rolls-Royce,Rolls-Royce Motor Cars Limited,Ghost,RRG,5,6.6
2017,Rolls-Royce,Rolls-Royce Motor Cars Limited,Ghost EWB,RRG,6,6.6
2017,Rolls-Royce,Rolls-Royce Motor Cars Limited,Phantom,RRG,1,6.7
2017,Rolls-Royce,Rolls-Royce Motor Cars Limited,Phantom EWB,RRG,2,6.7
2017,Volkswagen Group of,Audi,A4 allroad quattro,VGA,11,2
2017,BMW,BMW,328d xDrive Sports Wagon,BMX,348,2
2017,BMW,BMW,330i xDrive Sports Wagon,BMX,323,2
2017,General Motors,Chevrolet,SONIC 5,GMX,120,1.4
2017,General Motors,Chevrolet,SONIC 5,GMX,122,1.4
2017,General Motors,Chevrolet,SONIC 5,GMX,26,1.8
2017,General Motors,Chevrolet,SONIC 5,GMX,28,1.8
2017,FCA US LLC,FIAT,500L,CRX,20,1.4
2017,Honda,Honda,FIT,HNX,17,1.5
2017,Honda,Honda,FIT,HNX,18,1.5
2017,Honda,Honda,FIT,HNX,19,1.5
2017,Honda,Honda,HR-V AWD,HNX,32,1.8
2017,Honda,Honda,HR-V AWD,HNX,33,1.8
2017,Honda,Honda,HR-V FWD,HNX,30,1.8
2017,Honda,Honda,HR-V FWD,HNX,31,1.8
2017,Honda,Honda,HR-V FWD,HNX,29,1.8
2017,Nissan,INFINITI,QX50,NSX,156,3.7
2017,Nissan,INFINITI,QX50 AWD,NSX,157,3.7
2017,Kia,KIA MOTORS CORPORATION,Niro,KMX,43,1.6
2017,Kia,KIA MOTORS CORPORATION,Niro FE,KMX,44,1.6
2017,Kia,KIA MOTORS CORPORATION,Niro Touring,KMX,45,1.6
2017,Kia,KIA MOTORS CORPORATION,Soul,KMX,42,1.6
2017,Kia,KIA MOTORS CORPORATION,Soul,KMX,34,1.6
2017,Kia,KIA MOTORS CORPORATION,Soul,KMX,36,1.6
2017,Kia,KIA MOTORS CORPORATION,Soul,KMX,35,2
2017,Nissan,NISSAN,JUKE,NSX,121,1.6
2017,Nissan,NISSAN,JUKE,NSX,122,1.6
2017,Nissan,NISSAN,JUKE AWD,NSX,123,1.6
2017,Nissan,NISSAN,JUKE NISMO RS,NSX,124,1.6
2017,Nissan,NISSAN,JUKE NISMO RS AWD,NSX,125,1.6
2017,Nissan,NISSAN,Rogue Sport,NSX,201,2
2017,Nissan,NISSAN,Rogue Sport AWD,NSX,203,2
2017,Subaru,Subaru,IMPREZA 5-Door,FJX,6,2
2017,Subaru,Subaru,IMPREZA 5-Door,FJX,4,2
2017,Subaru,Subaru,IMPREZA SPORT 5-Door,FJX,28,2
2017,Subaru,Subaru,IMPREZA SPORT 5-Door,FJX,27,2
2017,Volkswagen Group of,Volkswagen,Golf Alltrack,VGA,25,1.8
2017,Volkswagen Group of,Volkswagen,Golf Alltrack,VGA,91,1.8
2017,Volkswagen Group of,Volkswagen,Golf SportWagen,VGA,41,1.8
2017,Volkswagen Group of,Volkswagen,Golf SportWagen,VGA,42,1.8
2017,Volkswagen Group of,Volkswagen,Golf SportWagen 4Motion,VGA,26,1.8
2017,Volkswagen Group of,Volkswagen,Golf SportWagen 4Motion,VGA,92,1.8
2017,Volvo,"Volvo Cars of North America, LLC",V60 AWD,VVX,113,2
2017,Volvo,"Volvo Cars of North America, LLC",V60 AWD,VVX,102,2
2017,Volvo,"Volvo Cars of North America, LLC",V60 CC AWD,VVX,105,2
2017,Volvo,"Volvo Cars of North America, LLC",V60 FWD,VVX,88,2
2017,Volvo,"Volvo Cars of North America, LLC",V60 Polestar AWD,VVX,112,2
2017,Mercedes-Benz,Mercedes-Benz,AMG GLA 45 4MATIC,MBX,245,2
2017,Mercedes-Benz,Mercedes-Benz,E 400 4MATIC (station wagon),MBX,303,3
2017,Mercedes-Benz,Mercedes-Benz,GLA 250,MBX,506,2
2017,Nissan,NISSAN,MURANO AWD,NSX,45,3.5
2017,Nissan,NISSAN,MURANO FWD,NSX,42,3.5
2017,Toyota,TOYOTA,PRIUS v,TYX,91,1.8
2017,Volvo,"Volvo Cars of North America, LLC",V90 CC AWD,VVX,115,2
2017,General Motors,Chevrolet,COLORADO 2WD,GMX,537,2.5
2017,General Motors,Chevrolet,COLORADO 2WD,GMX,535,2.5
2017,General Motors,Chevrolet,COLORADO 2WD,GMX,684,2.8
2017,General Motors,Chevrolet,COLORADO 2WD,GMX,698,3.6
2017,General Motors,GMC,CANYON 2WD,GMX,538,2.5
2017,General Motors,GMC,CANYON 2WD,GMX,536,2.5
2017,General Motors,GMC,CANYON 2WD,GMX,685,2.8
2017,General Motors,GMC,CANYON 2WD,GMX,699,3.6
2017,Honda,Honda,RIDGELINE FWD,HNX,5,3.5
2017,Nissan,NISSAN,FRONTIER 2WD,NSX,83,2.5
2017,Nissan,NISSAN,FRONTIER 2WD,NSX,84,2.5
2017,Nissan,NISSAN,FRONTIER 2WD,NSX,181,4
2017,Nissan,NISSAN,FRONTIER 2WD,NSX,182,4
2017,Nissan,NISSAN,FRONTIER 2WD FFV,NSX,291,4
2017,Toyota,TOYOTA,TACOMA 2WD,TYX,31,2.7
2017,Toyota,TOYOTA,TACOMA 2WD,TYX,25,3.5
2017,General Motors,Chevrolet,COLORADO 4WD,GMX,540,2.5
2017,General Motors,Chevrolet,COLORADO 4WD,GMX,735,2.8
2017,General Motors,Chevrolet,COLORADO 4WD,GMX,730,3.6
2017,General Motors,Chevrolet,COLORADO ZR2 4WD,GMX,734,3.6
2017,General Motors,GMC,CANYON 4WD,GMX,541,2.5
2017,General Motors,GMC,CANYON 4WD,GMX,736,2.8
2017,General Motors,GMC,CANYON 4WD,GMX,731,3.6
2017,Nissan,NISSAN,FRONTIER 4WD,NSX,183,4
2017,Nissan,NISSAN,FRONTIER 4WD,NSX,184,4
2017,Nissan,NISSAN,FRONTIER 4WD FFV,NSX,292,4
2017,Toyota,TOYOTA,TACOMA 4WD,TYX,33,2.7
2017,Toyota,TOYOTA,TACOMA 4WD,TYX,32,2.7
2017,Toyota,TOYOTA,TACOMA 4WD,TYX,27,3.5
2017,Toyota,TOYOTA,TACOMA 4WD,TYX,26,3.5
2017,Toyota,TOYOTA,TACOMA 4WD D-CAB V6 MT OFF-ROAD,TYX,28,3.5
2017,General Motors,Chevrolet,C15 SILVERADO 2WD,GMX,619,4.3
2017,General Motors,Chevrolet,C15 SILVERADO 2WD,GMX,626,5.3
2017,General Motors,Chevrolet,C15 SILVERADO 2WD,GMX,599,5.3
2017,General Motors,Chevrolet,C15 SILVERADO 2WD,GMX,585,5.3
2017,General Motors,Chevrolet,C15 SILVERADO 2WD,GMX,562,5.3
2017,General Motors,Chevrolet,C15 SILVERADO 2WD,GMX,568,6.2
2017,Ford Motor Company,Ford,F150 2.7L 2WD GVWR>6649 LBS,FMX,214,2.7
2017,Ford Motor Company,Ford,F150 2WD BASE PAYLOAD LT TIRE,FMX,295,2.7
2017,Ford Motor Company,Ford,F150 2WD BASE PAYLOAD LT TIRE,FMX,304,3.5
2017,Ford Motor Company,Ford,F150 3.5L 2WD GVWR>7599 LBS,FMX,257,3.5
2017,Ford Motor Company,Ford,F150 5.0L 2WD FFV GVWR>7599 LBS,FMX,208,5
2017,Ford Motor Company,Ford,F150 PICKUP 2WD,FMX,216,2.7
2017,Ford Motor Company,Ford,F150 PICKUP 2WD,FMX,256,3.5
2017,Ford Motor Company,Ford,F150 PICKUP 2WD FFV,FMX,222,3.5
2017,Ford Motor Company,Ford,F150 PICKUP 2WD FFV,FMX,206,5
2017,General Motors,GMC,C15 SIERRA 2WD,GMX,620,4.3
2017,General Motors,GMC,C15 SIERRA 2WD,GMX,629,5.3
2017,General Motors,GMC,C15 SIERRA 2WD,GMX,603,5.3
2017,General Motors,GMC,C15 SIERRA 2WD,GMX,586,5.3
2017,General Motors,GMC,C15 SIERRA 2WD,GMX,563,5.3
2017,General Motors,GMC,C15 SIERRA 2WD,GMX,571,6.2
2017,Nissan,NISSAN,TITAN 2WD,NSX,385,5.6
2017,FCA US LLC,RAM,1500 4X2,CRX,681,3.6
2017,FCA US LLC,RAM,1500 4X2,CRX,518,5.7
2017,Roush,"Roush Industries, Inc.",F150 Pickup 2WD,RII,7,5
2017,Toyota,TOYOTA,TUNDRA 2WD,TYX,4,4.6
2017,Toyota,TOYOTA,TUNDRA 2WD,TYX,13,5.7
2017,Toyota,TOYOTA,TUNDRA 2WD FFV,TYX,9,5.7
2017,General Motors,Chevrolet,K15 SILVERADO 4WD,GMX,638,4.3
2017,General Motors,Chevrolet,K15 SILVERADO 4WD,GMX,591,5.3
2017,General Motors,Chevrolet,K15 SILVERADO 4WD,GMX,634,5.3
2017,General Motors,Chevrolet,K15 SILVERADO 4WD,GMX,587,5.3
2017,General Motors,Chevrolet,K15 SILVERADO 4WD,GMX,564,5.3
2017,General Motors,Chevrolet,K15 SILVERADO 4WD,GMX,573,6.2
2017,Ford Motor Company,Ford,F150 2.7L 4WD GVWR>6799 LBS,FMX,215,2.7
2017,Ford Motor Company,Ford,F150 3.5L 4WD GVWR>7599 LBS,FMX,299,3.5
2017,Ford Motor Company,Ford,F150 4WD BASE PAYLOAD LT TIRE,FMX,296,2.7
2017,Ford Motor Company,Ford,F150 4WD BASE PAYLOAD LT TIRE,FMX,305,3.5
2017,Ford Motor Company,Ford,F150 4WD FFV BASE PAYLOAD LT TIRE,FMX,342,5
2017,Ford Motor Company,Ford,F150 5.0L 4WD FFV GVWR>7599 LBS,FMX,209,5
2017,Ford Motor Company,Ford,F150 PICKUP 4WD,FMX,217,2.7
2017,Ford Motor Company,Ford,F150 PICKUP 4WD,FMX,298,3.5
2017,Ford Motor Company,Ford,F150 PICKUP 4WD FFV,FMX,223,3.5
2017,Ford Motor Company,Ford,F150 PICKUP 4WD FFV,FMX,207,5
2017,Ford Motor Company,Ford,F150 RAPTOR 4WD,FMX,290,3.5
2017,General Motors,GMC,K15 SIERRA 4WD,GMX,639,4.3
2017,General Motors,GMC,K15 SIERRA 4WD,GMX,595,5.3
2017,General Motors,GMC,K15 SIERRA 4WD,GMX,637,5.3
2017,General Motors,GMC,K15 SIERRA 4WD,GMX,588,5.3
2017,General Motors,GMC,K15 SIERRA 4WD,GMX,565,5.3
2017,General Motors,GMC,K15 SIERRA 4WD,GMX,576,6.2
2017,Honda,Honda,RIDGELINE AWD,HNX,6,3.5
2017,Nissan,NISSAN,TITAN 4WD,NSX,386,5.6
2017,Nissan,NISSAN,TITAN 4WD PRO-4X,NSX,387,5.6
2017,FCA US LLC,RAM,1500 4X4,CRX,690,3.6
2017,FCA US LLC,RAM,1500 4X4,CRX,521,5.7
2017,FCA US LLC,RAM,1500 4X4,CRX,522,5.7
2017,Roush,"Roush Industries, Inc.",F150 Pickup 4WD,RII,6,5
2017,Toyota,TOYOTA,TUNDRA 4WD,TYX,5,4.6
2017,Toyota,TOYOTA,TUNDRA 4WD,TYX,14,5.7
2017,Toyota,TOYOTA,TUNDRA 4WD FFV,TYX,10,5.7
2017,General Motors,Chevrolet,G2500 EXPRESS 2WD PASS MDPV,GMX,641,6
2017,General Motors,Chevrolet,G3500 EXPRESS 2WD PASS MDPV,GMX,642,6
2017,Ford Motor Company,Ford,Transit T150 Wagon,FMX,258,3.5
2017,Ford Motor Company,Ford,TRANSIT T150 WAGON FFV,FMX,259,3.7
2017,General Motors,GMC,G2500 SAVANA 2WD PASS MDPV,GMX,643,6
2017,General Motors,GMC,G3500 SAVANA 2WD PASS MDPV,GMX,644,6
2017,General Motors,Cadillac,XTS HEARSE,GMX,163,3.6
2017,General Motors,Cadillac,XTS LIMO,GMX,164,3.6
2017,Nissan,CHEVROLET,City Express Cargo Van,NSX,682,2
2017,Ford Motor Company,Ford,Transit Connect Van 2WD,FMX,224,2.5
2017,Ford Motor Company,Ford,TRANSIT CONNECT VAN FFV,FMX,225,2.5
2017,Ford Motor Company,Ford,TRANSIT CONNECT WAGON FFV,FMX,229,2.5
2017,Ford Motor Company,Ford,TRANSIT CONNECT WAGON FWD,FMX,228,2.5
2017,Ford Motor Company,Ford,TRANSIT CONNECT WAGON LWB FFV,FMX,227,2.5
2017,Ford Motor Company,Ford,Transit Connect Wagon LWB FWD,FMX,226,2.5
2017,Mercedes-Benz,Mercedes-Benz,Metris (Cargo Van),MBX,411,2
2017,Mercedes-Benz,Mercedes-Benz,Metris (Passenger Van),MBX,410,2
2017,Nissan,NISSAN,NV200 Cargo Van,NSX,681,2
2017,Nissan,NISSAN,NV200 NYC Taxi,NSX,11,2
2017,FCA US LLC,RAM,Promaster City,CRX,30,2.4
2017,Ford Motor Company,Lincoln,MKT LIVERY AWD,FMX,270,3.7
2017,General Motors,Chevrolet,C15 SILVERADO 2WD CAB CHASSIS,GMX,600,5.3
2017,General Motors,Chevrolet,COLORADO CAB CHASSIS 2WD,GMX,725,3.6
2017,General Motors,Chevrolet,K15 SILVERADO 4WD CAB CHASSIS,GMX,592,5.3
2017,General Motors,GMC,C15 SIERRA 2WD CAB CHASSIS,GMX,604,5.3
2017,General Motors,GMC,CANYON CAB CHASSIS 2WD,GMX,726,3.6
2017,General Motors,GMC,K15 SIERRA 4WD CAB CHASSIS,GMX,596,5.3
2017,FCA US LLC,Chrysler,Pacifica,CRX,775,3.6
2017,FCA US LLC,Chrysler,Pacifica,CRX,538,3.6
2017,FCA US LLC,Dodge,Grand Caravan,CRX,646,3.6
2017,FCA US LLC,Dodge,Grand Caravan,CRX,502,3.6
2017,Honda,Honda,ODYSSEY FWD,HNX,52,3.5
2017,Kia,KIA MOTORS CORPORATION,Sedona,KMX,7,3.3
2017,Kia,KIA MOTORS CORPORATION,Sedona SX,KMX,8,3.3
2017,Kia,KIA MOTORS CORPORATION,Sedona SXL,KMX,9,3.3
2017,Nissan,NISSAN,QUEST,NSX,96,3.5
2017,Toyota,TOYOTA,SIENNA,TYX,6,3.5
2017,Toyota,TOYOTA,SIENNA AWD,TYX,7,3.5
2017,Honda,Acura,MDX FWD,HNX,20,3.5
2017,Honda,Acura,MDX FWD,HNX,21,3.5
2017,Honda,Acura,RDX FWD,HNX,1,3.5
2017,BMW,BMW,X3 sDrive 28i,BMX,371,2
2017,General Motors,Buick,ENCORE,GMX,204,1.4
2017,General Motors,Buick,ENCORE,GMX,258,1.4
2017,General Motors,Buick,ENVISION FWD,GMX,254,2.5
2017,General Motors,Cadillac,XT5,GMX,502,3.6
2017,General Motors,Chevrolet,EQUINOX FWD,GMX,165,2.4
2017,General Motors,Chevrolet,EQUINOX FWD,GMX,78,2.4
2017,General Motors,Chevrolet,EQUINOX FWD,GMX,80,3.6
2017,General Motors,Chevrolet,TRAX,GMX,259,1.4
2017,FCA US LLC,Dodge,Journey,CRX,9,2.4
2017,FCA US LLC,Dodge,Journey,CRX,26,3.6
2017,FCA US LLC,FIAT,500X,CRX,22,1.4
2017,FCA US LLC,FIAT,500X,CRX,23,2.4
2017,Ford Motor Company,Ford,EDGE FWD,FMX,277,2
2017,Ford Motor Company,Ford,EDGE FWD,FMX,276,2
2017,Ford Motor Company,Ford,EDGE FWD,FMX,294,3.5
2017,Ford Motor Company,Ford,ESCAPE FWD,FMX,140,1.5
2017,Ford Motor Company,Ford,ESCAPE FWD,FMX,174,2
2017,Ford Motor Company,Ford,ESCAPE FWD,FMX,139,2.5
2017,Ford Motor Company,Ford,ESCAPE FWD FFV,FMX,260,2.5
2017,General Motors,GMC,TERRAIN FWD,GMX,166,2.4
2017,General Motors,GMC,TERRAIN FWD,GMX,79,2.4
2017,General Motors,GMC,TERRAIN FWD,GMX,81,3.6
2017,Honda,Honda,CR-V FWD,HNX,50,1.5
2017,Honda,Honda,CR-V FWD,HNX,48,2.4
2017,Honda,Honda,PILOT FWD,HNX,45,3.5
2017,Honda,Honda,PILOT FWD,HNX,44,3.5
2017,Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe FWD,HYX,1,3.3
